Id,SalePrice
1806,118109.0
1807,132308.0
1808,125017.0
1809,129689.0
1810,130296.0
1811,97943.0
1812,100596.0
1813,133413.0
1814,105801.0
1815,56548.0
1816,103209.0
1817,106640.0
1818,147763.0
1819,127768.0
1820,48091.0
1821,111413.0
1822,160054.0
1823,43752.0
1824,125446.0
1825,140947.0
1826,111138.0
1827,108963.0
1828,127493.0
1829,116838.0
1830,139872.0
1831,138947.0
1832,60477.0
1833,140715.0
1834,121258.0
1835,122474.0
1836,121571.0
1837,86258.0
1838,139072.0
1839,104594.0
1840,138895.0
1841,129419.0
1842,98912.0
1843,128569.0
1844,145006.0
1845,149048.0
1846,157937.0
1847,173845.0
1848,56263.0
1849,103545.0
1850,116987.0
1851,149833.0
1852,126520.0
1853,125543.0
1854,166227.0
1855,151046.0
1856,226903.0
1857,141876.0
1858,135485.0
1859,117053.0
1860,145959.0
1861,116387.0
1862,319833.0
1863,294112.0
1864,294228.0
1865,337835.0
1866,327449.0
1867,214811.0
1868,283875.0
1869,196639.0
1870,221477.0
1871,247507.0
1872,172315.0
1873,251523.0
1874,148900.0
1875,210353.0
1876,207611.0
1877,210512.0
1878,193545.0
1879,132035.0
1880,126509.0
1881,244741.0
1882,237099.0
1883,184156.0
1884,204917.0
1885,220588.0
1886,284803.0
1887,212332.0
1888,259197.0
1889,170674.0
1890,108427.0
1891,116140.0
1892,98378.0
1893,132501.0
1894,121322.0
1895,134074.0
1896,125181.0
1897,119564.0
1898,110950.0
1899,171119.0
1900,146895.0
1901,191746.0
1902,167975.0
1903,213215.0
1904,139790.0
1905,196930.0
1906,114375.0
1907,225351.0
1908,109399.0
1909,130487.0
1910,120455.0
1911,232806.0
1912,360951.0
1913,141209.0
1914,48381.0
1915,315035.0
1916,80870.0
1917,229119.0
1918,141285.0
1919,173969.0
1920,153922.0
1921,385939.0
1922,327536.0
1923,239651.0
1924,249693.0
1925,196492.0
1926,375713.0
1927,130678.0
1928,166352.0
1929,122180.0
1930,128848.0
1931,133288.0
1932,133597.0
1933,201145.0
1934,181156.0
1935,172071.0
1936,199181.0
1937,184483.0
1938,170914.0
1939,246545.0
1940,193129.0
1941,166400.0
1942,172785.0
1943,228240.0
1944,385909.0
1945,426447.0
1946,140074.0
1947,168127.0
1948,176726.0
1949,248757.0
1950,180960.0
1951,241516.0
1952,205995.0
1953,166854.0
1954,175609.0
1955,130573.0
1956,300615.0
1957,153579.0
1958,256960.0
1959,141539.0
1960,109612.0
1961,121754.0
1962,97184.0
1963,103750.0
1964,106534.0
1965,143648.0
1966,141566.0
1967,308403.0
1968,433971.0
1969,398295.0
1970,409596.0
1971,494001.0
1972,373750.0
1973,269022.0
1974,345840.0
1975,603803.0
1976,280696.0
1977,364598.0
1978,343899.0
1979,328921.0
1980,214846.0
1981,344714.0
1982,219944.0
1983,201033.0
1984,166849.0
1985,229736.0
1986,212100.0
1987,187124.0
1988,169839.0
1989,186708.0
1990,203176.0
1991,236901.0
1992,214328.0
1993,162965.0
1994,224400.0
1995,181412.0
1996,253567.0
1997,298106.0
1998,312359.0
1999,275840.0
2000,318888.0
2001,279149.0
2002,232769.0
2003,239597.0
2004,285417.0
2005,223164.0
2006,221657.0
2007,253668.0
2008,227290.0
2009,205497.0
2010,188778.0
2011,133254.0
2012,170677.0
2013,179287.0
2014,186516.0
2015,215162.0
2016,190368.0
2017,195263.0
2018,111491.0
2019,129524.0
2020,92057.0
2021,98117.0
2022,207047.0
2023,148648.0
2024,274815.0
2025,348164.0
2026,171733.0
2027,162630.0
2028,153651.0
2029,173535.0
2030,272321.0
2031,229081.0
2032,252533.0
2033,260032.0
2034,182868.0
2035,235056.0
2036,197413.0
2037,229832.0
2038,322971.0
2039,234680.0
2040,295044.0
2041,353269.0
2042,212434.0
2043,177306.0
2044,166098.0
2045,207214.0
2046,164017.0
2047,139905.0
2048,138292.0
2049,141724.0
2050,170736.0
2051,102775.0
2052,122082.0
2053,149640.0
2054,93122.0
2055,164358.0
2056,146428.0
2057,108444.0
2058,213216.0
2059,130176.0
2060,172161.0
2061,173593.0
2062,130213.0
2063,120983.0
2064,137678.0
2065,114391.0
2066,165408.0
2067,96277.0
2068,151866.0
2069,81308.0
2070,113380.0
2071,93141.0
2072,127311.0
2073,132063.0
2074,187679.0
2075,152494.0
2076,112970.0
2077,166263.0
2078,126819.0
2079,132379.0
2080,124119.0
2081,130799.0
2082,115230.0
2083,149164.0
2084,108665.0
2085,120556.0
2086,98121.0
2087,116576.0
2088,93682.0
2089,81272.0
2090,115464.0
2091,118393.0
2092,116234.0
2093,111760.0
2094,109887.0
2095,151932.0
2096,85679.0
2097,99822.0
2098,157861.0
2099,50562.0
2100,61976.0
2101,114866.0
2102,116624.0
2103,114116.0
2104,124341.0
2105,128775.0
2106,78755.0
2107,196976.0
2108,112269.0
2109,111902.0
2110,121331.0
2111,121731.0
2112,135905.0
2113,121380.0
2114,127685.0
2115,170616.0
2116,116315.0
2117,148189.0
2118,123895.0
2119,121044.0
2120,107500.0
2121,100660.0
2122,128238.0
2123,83810.0
2124,157189.0
2125,114660.0
2126,159126.0
2127,176227.0
2128,120282.0
2129,79652.0
2130,137546.0
2131,132766.0
2132,108011.0
2133,133097.0
2134,119440.0
2135,101683.0
2136,85561.0
2137,107704.0
2138,138537.0
2139,146594.0
2140,136743.0
2141,162621.0
2142,130096.0
2143,147349.0
2144,136300.0
2145,140201.0
2146,177620.0
2147,137941.0
2148,123519.0
2149,132583.0
2150,235656.0
2151,119582.0
2152,181619.0
2153,158484.0
2154,101969.0
2155,138855.0
2156,262719.0
2157,229398.0
2158,243415.0
2159,220248.0
2160,180747.0
2161,226266.0
2162,367829.0
2163,351735.0
2164,253340.0
2165,212861.0
2166,160079.0
2167,223840.0
2168,211033.0
2169,195372.0
2170,215337.0
2171,163270.0
2172,133228.0
2173,191022.0
2174,219001.0
2175,277630.0
2176,312839.0
2177,232283.0
2178,207295.0
2179,134476.0
2180,223301.0
2181,190309.0
2182,223175.0
2183,185070.0
2184,115289.0
2185,118787.0
2186,139003.0
2187,144608.0
2188,148061.0
2189,254288.0
2190,81371.0
2191,73944.0
2192,80003.0
2193,113267.0
2194,98074.0
2195,109043.0
2196,104254.0
2197,121141.0
2198,163512.0
2199,180414.0
2200,142320.0
2201,158306.0
2202,219538.0
2203,143025.0
2204,196875.0
2205,128178.0
2206,140647.0
2207,208630.0
2208,279649.0
2209,271742.0
2210,120783.0
2211,119509.0
2212,124285.0
2213,109496.0
2214,134550.0
2215,104125.0
2216,154069.0
2217,76465.0
2218,64985.0
2219,57835.0
2220,52890.0
2221,314858.0
2222,286808.0
2223,284626.0
2224,199610.0
2225,120753.0
2226,184707.0
2227,192824.0
2228,267846.0
2229,259317.0
2230,159158.0
2231,216989.0
2232,182391.0
2233,187707.0
2234,242939.0
2235,222278.0
2236,260369.0
2237,306419.0
2238,199591.0
2239,98345.0
2240,152422.0
2241,167623.0
2242,118698.0
2243,121957.0
2244,107890.0
2245,102200.0
2246,144989.0
2247,108728.0
2248,120347.0
2249,114398.0
2250,126015.0
2251,116778.0
2252,183583.0
2253,159424.0
2254,182714.0
2255,185021.0
2256,169933.0
2257,215010.0
2258,157008.0
2259,173885.0
2260,148049.0
2261,201789.0
2262,225687.0
2263,396754.0
2264,556287.0
2265,160900.0
2266,322777.0
2267,385651.0
2268,527434.0
2269,148767.0
2270,195385.0
2271,209678.0
2272,185658.0
2273,156616.0
2274,189214.0
2275,156137.0
2276,198030.0
2277,182428.0
2278,149112.0
2279,135430.0
2280,110564.0
2281,157018.0
2282,180680.0
2283,110078.0
2284,116710.0
2285,146806.0
2286,120193.0
2287,383164.0
2288,285123.0
2289,377278.0
2290,460571.0
2291,347762.0
2292,441970.0
2293,490453.0
2294,396931.0
2295,512538.0
2296,282550.0
2297,360894.0
2298,363081.0
2299,347834.0
2300,347264.0
2301,336011.0
2302,256106.0
2303,247315.0
2304,246867.0
2305,203310.0
2306,194227.0
2307,207979.0
2308,230891.0
2309,289230.0
2310,210834.0
2311,201857.0
2312,171677.0
2313,167337.0
2314,177851.0
2315,179033.0
2316,200538.0
2317,197476.0
2318,180145.0
2319,183021.0
2320,179815.0
2321,239286.0
2322,185991.0
2323,194525.0
2324,178022.0
2325,210765.0
2326,178695.0
2327,196724.0
2328,218617.0
2329,194887.0
2330,182285.0
2331,331502.0
2332,393321.0
2333,323032.0
2334,260293.0
2335,286368.0
2336,302341.0
2337,194911.0
2338,258656.0
2339,206975.0
2340,395008.0
2341,205386.0
2342,233839.0
2343,226912.0
2344,209855.0
2345,216143.0
2346,214598.0
2347,204917.0
2348,249637.0
2349,189351.0
2350,319791.0
2351,272769.0
2352,258777.0
2353,246796.0
2354,142198.0
2355,140418.0
2356,143033.0
2357,182357.0
2358,204909.0
2359,136201.0
2360,111422.0
2361,143553.0
2362,270592.0
2363,131924.0
2364,149414.0
2365,209084.0
2366,188848.0
2367,221518.0
2368,219235.0
2369,217404.0
2370,169952.0
2371,169459.0
2372,195604.0
2373,276378.0
2374,301319.0
2375,236934.0
2376,295070.0
2377,333704.0
2378,152371.0
2379,201253.0
2380,153842.0
2381,175314.0
2382,194058.0
2383,197744.0
2384,236028.0
2385,159171.0
2386,137163.0
2387,131056.0
2388,99880.0
2389,117347.0
2390,153734.0
2391,143942.0
2392,115101.0
2393,174933.0
2394,141961.0
2395,211599.0
2396,138841.0
2397,224486.0
2398,131494.0
2399,68437.0
2400,64765.0
2401,127638.0
2402,135379.0
2403,146157.0
2404,162050.0
2405,153672.0
2406,139403.0
2407,121915.0
2408,133623.0
2409,116466.0
2410,164446.0
2411,114956.0
2412,162105.0
2413,130579.0
2414,170958.0
2415,134740.0
2416,126133.0
2417,134674.0
2418,137260.0
2419,128167.0
2420,118980.0
2421,170206.0
2422,101559.0
2423,119142.0
2424,152784.0
2425,180753.0
2426,131120.0
2427,132620.0
2428,187785.0
2429,110406.0
2430,125666.0
2431,110602.0
2432,148105.0
2433,142279.0
2434,134278.0
2435,149489.0
2436,110427.0
2437,102415.0
2438,123266.0
2439,96755.0
2440,121957.0
2441,88853.0
2442,92788.0
2443,128791.0
2444,135042.0
2445,85594.0
2446,138159.0
2447,166469.0
2448,117288.0
2449,107995.0
2450,160982.0
2451,104076.0
2452,209013.0
2453,91254.0
2454,118939.0
2455,112560.0
2456,139200.0
2457,145675.0
2458,136306.0
2459,112953.0
2460,139201.0
2461,124879.0
2462,133022.0
2463,128783.0
2464,180489.0
2465,139280.0
2466,115133.0
2467,114453.0
2468,93644.0
2469,92260.0
2470,197679.0
2471,225346.0
2472,165740.0
2473,121011.0
2474,86432.0
2475,207299.0
2476,122692.0
2477,134041.0
2478,160122.0
2479,107088.0
2480,141206.0
2481,119905.0
2482,112963.0
2483,106074.0
2484,114515.0
2485,126914.0
2486,163376.0
2487,166548.0
2488,158253.0
2489,158218.0
2490,134510.0
2491,88995.0
2492,193159.0
2493,152424.0
2494,140382.0
2495,82892.0
2496,232933.0
2497,151811.0
2498,108714.0
2499,82676.0
2500,126080.0
2501,138322.0
2502,136180.0
2503,98663.0
2504,201058.0
2505,233345.0
2506,246778.0
2507,275611.0
2508,245311.0
2509,210884.0
2510,206563.0
2511,170283.0
2512,205398.0
2513,218977.0
2514,291972.0
2515,153596.0
2516,176257.0
2517,148882.0
2518,159070.0
2519,239680.0
2520,228062.0
2521,185274.0
2522,225535.0
2523,115590.0
2524,140033.0
2525,151594.0
2526,145603.0
2527,120726.0
2528,142443.0
2529,106878.0
2530,123787.0
2531,255869.0
2532,222830.0
2533,193334.0
2534,244416.0
2535,291432.0
2536,234826.0
2537,256543.0
2538,179310.0
2539,180877.0
2540,181398.0
2541,173215.0
2542,162893.0
2543,115062.0
2544,112817.0
2545,133262.0
2546,119347.0
2547,123637.0
2548,148048.0
2549,146938.0
2550,784193.0
2551,138741.0
2552,128490.0
2553,76077.0
2554,87402.0
2555,118359.0
2556,97408.0
2557,102007.0
2558,139434.0
2559,156643.0
2560,157044.0
2561,147009.0
2562,148031.0
2563,153357.0
2564,208587.0
2565,145983.0
2566,182590.0
2567,148772.0
2568,190429.0
2569,238852.0
2570,114742.0
2571,195369.0
2572,147724.0
2573,236925.0
2574,324756.0
2575,130818.0
2576,124615.0
2577,155395.0
2578,76872.0
2579,53361.0
2580,77342.0
2581,87761.0
2582,94442.0
2583,280395.0
2584,174046.0
2585,185442.0
2586,213891.0
2587,194341.0
2588,148616.0
2589,149306.0
2590,193061.0
2591,230482.0
2592,214717.0
2593,252630.0
2594,178728.0
2595,197663.0
2596,291760.0
2597,186611.0
2598,283634.0
2599,384433.0
2600,159126.0
2601,131915.0
2602,81174.0
2603,95158.0
2604,88283.0
2605,82629.0
2606,145996.0
2607,205697.0
2608,173812.0
2609,169067.0
2610,105366.0
2611,167345.0
2612,156736.0
2613,125365.0
2614,119268.0
2615,155978.0
2616,137559.0
2617,184723.0
2618,189413.0
2619,198967.0
2620,190333.0
2621,177334.0
2622,178685.0
2623,238099.0
2624,291993.0
2625,291187.0
2626,172793.0
2627,168340.0
2628,561973.0
2629,555702.0
2630,397190.0
2631,506071.0
2632,446760.0
2633,319052.0
2634,444746.0
2635,145048.0
2636,171554.0
2637,174319.0
2638,267422.0
2639,188904.0
2640,150917.0
2641,100157.0
2642,183467.0
2643,106773.0
2644,115271.0
2645,110383.0
2646,95614.0
2647,105075.0
2648,141669.0
2649,152955.0
2650,128341.0
2651,142964.0
2652,405238.0
2653,256943.0
2654,268673.0
2655,424439.0
2656,335634.0
2657,357851.0
2658,326885.0
2659,307812.0
2660,369540.0
2661,363888.0
2662,383129.0
2663,286988.0
2664,279046.0
2665,349020.0
2666,285175.0
2667,170643.0
2668,175481.0
2669,183571.0
2670,273430.0
2671,183466.0
2672,198525.0
2673,204096.0
2674,198285.0
2675,173531.0
2676,187286.0
2677,199895.0
2678,226773.0
2679,273194.0
2680,286237.0
2681,405353.0
2682,321738.0
2683,509114.0
2684,313993.0
2685,331619.0
2686,238397.0
2687,301301.0
2688,213068.0
2689,208652.0
2690,414669.0
2691,192682.0
2692,137731.0
2693,202723.0
2694,132228.0
2695,189722.0
2696,178695.0
2697,186323.0
2698,188580.0
2699,173464.0
2700,153670.0
2701,142133.0
2702,102434.0
2703,115530.0
2704,138943.0
2705,111187.0
2706,103459.0
2707,112738.0
2708,131516.0
2709,100412.0
2710,123217.0
2711,284684.0
2712,397410.0
2713,164531.0
2714,148910.0
2715,174837.0
2716,142442.0
2717,189949.0
2718,218407.0
2719,161255.0
2720,165964.0
2721,130595.0
2722,157249.0
2723,137168.0
2724,124804.0
2725,128376.0
2726,147976.0
2727,172512.0
2728,179210.0
2729,147586.0
2730,149023.0
2731,134304.0
2732,136797.0
2733,156996.0
2734,130781.0
2735,141232.0
2736,138804.0
2737,121036.0
2738,134724.0
2739,152501.0
2740,135363.0
2741,144218.0
2742,151440.0
2743,161456.0
2744,164563.0
2745,140409.0
2746,149609.0
2747,146491.0
2748,123483.0
2749,124564.0
2750,119315.0
2751,138443.0
2752,170128.0
2753,141461.0
2754,221281.0
2755,141196.0
2756,93364.0
2757,65179.0
2758,88563.0
2759,177049.0
2760,125464.0
2761,141355.0
2762,144367.0
2763,182838.0
2764,143420.0
2765,278316.0
2766,105263.0
2767,89111.0
2768,123095.0
2769,131631.0
2770,128145.0
2771,99711.0
2772,110322.0
2773,182135.0
2774,148563.0
2775,104144.0
2776,150038.0
2777,170997.0
2778,92088.0
2779,124700.0
2780,94584.0
2781,92078.0
2782,98202.0
2783,102696.0
2784,118902.0
2785,141883.0
2786,63526.0
2787,118905.0
2788,77839.0
2789,165873.0
2790,93655.0
2791,108578.0
2792,55459.0
2793,119822.0
2794,106009.0
2795,120642.0
2796,97084.0
2797,223356.0
2798,102526.0
2799,117022.0
2800,70749.0
2801,104104.0
2802,126044.0
2803,172210.0
2804,124600.0
2805,96828.0
2806,84210.0
2807,208820.0
2808,147495.0
2809,128053.0
2810,129382.0
2811,150727.0
2812,160964.0
2813,156033.0
2814,157061.0
2815,96370.0
2816,243720.0
2817,156707.0
2818,134604.0
2819,166135.0
2820,137316.0
2821,94167.0
2822,170695.0
2823,339912.0
2824,174660.0
2825,142739.0
2826,133394.0
2827,129014.0
2828,224157.0
2829,207731.0
2830,218155.0
2831,169489.0
2832,249795.0
2833,313478.0
2834,222647.0
2835,220363.0
2836,187030.0
2837,157482.0
2838,151931.0
2839,180416.0
2840,209623.0
2841,202300.0
2842,232708.0
2843,153657.0
2844,170257.0
2845,125406.0
2846,207979.0
2847,218405.0
2848,216623.0
2849,193813.0
2850,277645.0
2851,206544.0
2852,242772.0
2853,237827.0
2854,136606.0
2855,201571.0
2856,197657.0
2857,185127.0
2858,202333.0
2859,110659.0
2860,140941.0
2861,126621.0
2862,166761.0
2863,125223.0
2864,249599.0
2865,140550.0
2866,135772.0
2867,106628.0
2868,98032.0
2869,94193.0
2870,114592.0
2871,78963.0
2872,57862.0
2873,95838.0
2874,137415.0
2875,119799.0
2876,155724.0
2877,158374.0
2878,156872.0
2879,141524.0
2880,104700.0
2881,146611.0
2882,188184.0
2883,209583.0
2884,179382.0
2885,184731.0
2886,236517.0
2887,96886.0
2888,150947.0
2889,58746.0
2890,81597.0
2891,142208.0
2892,35808.0
2893,59769.0
2894,45529.0
2895,346196.0
2896,277846.0
2897,221008.0
2898,132701.0
2899,198368.0
2900,158120.0
2901,220844.0
2902,164266.0
2903,325113.0
2904,356416.0
2905,74822.0
2906,193887.0
2907,105438.0
2908,130583.0
2909,138111.0
2910,74803.0
2911,78948.0
2912,149240.0
2913,78233.0
2914,76804.0
2915,83272.0
2916,80846.0
2917,173242.0
2918,115478.0
2919,220353.0
